"date_time","file_name","start_time","end_time","start_freq","end_freq","class_label","call_type","confidence","notes","labeler","id"
"2022-06-08 22:03:46","RICHFIELDM1_20220413_133400_start_4_26.wav",1.2403750340771,4.7807962964377,1.0144785448727,4.6510029393244,"Blackbird",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:04:03","RICHFIELDM1_20220413_133400_start_4_26.wav",2.9174166846689,4.6643350707021,4.8871408870161,9.0903963559278,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:05:21","RICHFIELDM1_20220413_133400_start_4_26.wav",6.7489910113684,10.056489822258,0.35329229133602,3.5175407904044,"Rook",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:06:03","RICHFIELDM1_20220413_134900_start_1_24.wav",7.203189791737,12.164438008071,3.5647683799427,8.9959411768512,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:06:18","RICHFIELDM1_20220413_134900_start_1_24.wav",7.3662355077668,12.176084130645,0.96725095533436,3.2341752531744,"Blackbird",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:09:09","RICHFIELDM1_20220413_134900_start_2_20.wav",5.7008399797485,14.866338445136,0.82556818671936,2.7618993577911,"Rook",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:09:23","RICHFIELDM1_20220413_134900_start_2_20.wav",7.2847126497519,12.001392292042,2.8563545368677,9.3737618931578,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:10:17","RICHFIELDM1_20220413_134900_start_3_2.wav",7.4361122432081,11.826700453438,1.2978440821027,11.215637885153,"Blackbird",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:11:06","RICHFIELDM1_20220413_134900_start_3_2.wav",2.5796791300359,7.412819998061,0.82556818671936,3.0452648950211,"Rook",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:11:48","RICHFIELDM1_20220413_134900_start_4_40.wav",3.0804624006987,13.888064148957,2.7146717682527,9.9877205571562,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:12:08","RICHFIELDM1_20220413_134900_start_4_40.wav",5.817301205484,10.266120028582,0.87279577625769,2.6202165891761,"Blackbird",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:12:58","RICHFIELDM1_20220413_140400_start_4_26.wav",14.284032316458,14.936215180577,1.0144785448727,2.6674441787144,"Rook",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:14:07","RICHFIELDM1_20220413_141900_start_1_10.wav",3.0688162781251,7.098374688575,3.5175407904044,9.3265343036195,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:14:36","RICHFIELDM1_20220413_141900_start_1_10.wav",0.22716237017783,1.9158501433432,3.1869476636361,7.1540651848561,"Dunnock",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:15:20","RICHFIELDM1_20220413_141900_start_2_48.wav",2.5563868848887,7.3545893851932,2.5257614100994,9.5626722513112,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:16:18","RICHFIELDM1_20220413_141900_start_3_2.wav",1.3568362598126,5.1884105865121,3.4230856113277,9.4682170722345,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:22:39","RICHFIELDM1_20220413_141900_start_3_2.wav",0.87934523429688,1.1239138083415,2.6202165891761,9.7043550199262,"Chaffinch",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:22:56","RICHFIELDM1_20220413_141900_start_3_2.wav",10.568919215494,11.454024531084,1.061706134411,2.8091269473294,"Rook",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:23:32","RICHFIELDM1_20220413_141900_start_4_26.wav",9.4974759387273,14.971153548298,2.6674441787144,9.3737618931578,"Wren",NA,1,NA,"hhussey3@gmail.com",1
"2022-06-08 22:24:12","RICHFIELDM1_20220413_141900_start_4_26.wav",13.643495574913,14.237447826164,1.0144785448727,2.6674441787144,"Rook",NA,1,NA,"hhussey3@gmail.com",1
